zip_file,dbf_file,field_name,field_type,field_length,field_decimals
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_34_7,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_34_8,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_34_9,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_34_10,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_34_11,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_34_99,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_35_1,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_35_2,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_35_3,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_35_4,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_35_5,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_35_6,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_35_7,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_35_8,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_35_9,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_35_10,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_35_11,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_35_99,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_36,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_37,C,7,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP1_38,C,7,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP2_1,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP2_2,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP2_3,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP2_4,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP3_1_1,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP3_1_2,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP3_1_3,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP3_1_4,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP3_1_5,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP3_1_6,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP3_1_7,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP3_1_8,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP3_1_9,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP3_1_10,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP3_1_11,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP3_1_99,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP3_2,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP4_1,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP5_1,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP5_2_1,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP5_2_2,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP5_2_3,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP5_2_4,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP5_3,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP5_4,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP6_1,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP6_2,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP6_3,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP6_4,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,BP7_1,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,FAC_DEL,C,6,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,DOM,C,1,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,EST,C,3,0
base_de_datos_envipe_2012_dbf.zip,Tmod_Vic.DBF,UPM,C,5,0
bd_envipe13_dbf.zip,tmod_vic.dbf,CONTROL,C,6,0
bd_envipe13_dbf.zip,tmod_vic.dbf,VIV_SEL,C,2,0
bd_envipe13_dbf.zip,tmod_vic.dbf,HOGAR,C,2,0
bd_envipe13_dbf.zip,tmod_vic.dbf,ND_TIPO,C,1,0
